Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
73,60,RL,74,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,5,1998,1998,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,832,832,Y,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998,Fin,2,427,TA,TA,Y,0,2009,185000
74,20,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1954,2003,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,ALQ,320,BLQ,362,404,1086,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1989,Unf,2,490,TA,TA,Y,0,2010,144900
75,50,RM,60,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,3,6,1915,1950,CompShg,VinylSd,VinylSd,Fa,TA,No,Unf,0,Unf,0,840,840,N,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,NA,Detchd,1915,Unf,1,379,TA,TA,Y,0,2010,107400
76,180,RM,21,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,SLvl,4,5,1973,1973,CompShg,CemntBd,CmentBd,Gd,TA,Gd,GLQ,462,Unf,0,0,462,Y,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,NA,BuiltIn,1973,Unf,1,297,TA,TA,Y,120,2009,91000
77,20,RL,NA,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,7,1956,1956,CompShg,VinylSd,VinylSd,TA,TA,No,ALQ,228,Unf,0,724,952,Y,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1956,Unf,1,283,TA,TA,Y,0,2008,135750
78,50,RM,50,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,5,1948,2001,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,336,GLQ,41,295,672,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,NA,Detchd,1948,Unf,1,240,TA,TA,Y,0,2008,127000
79,90,RL,72,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,4,5,1968,1968,CompShg,HdBoard,HdBoard,TA,TA,No,Unf,0,Unf,0,1768,1768,N,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2010,136500
80,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,5,6,1910,1981,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,440,440,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,2,440,TA,TA,Y,74,2009,110000
81,60,RL,100,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,6,1968,1968,CompShg,VinylSd,VinylSd,Gd,TA,No,Rec,448,Unf,0,448,896,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968,Fin,1,509,TA,TA,Y,0,2009,193500
82,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,TwnhsE,1Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,405,TA,TA,Y,0,2006,153500
83,20,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,758,TA,TA,Y,144,2008,245000
84,20,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1960,1960,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,1065,1065,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,461,TA,TA,Y,74,2007,126500
85,80,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,7,5,1995,1996,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,384,384,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,2009,168500
86,60,RL,121,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,8,5,1991,1992,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,1288,1288,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462,TA,TA,Y,127,2006,260000
87,60,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,684,684,Y,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,2009,174000
88,160,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,TwnhsE,2Story,6,5,2009,2009,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,612,612,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,0,2009,164500
89,50,C (all),105,8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1.5Fin,3,2,1915,1982,CompShg,Plywood,Plywood,TA,Fa,No,Unf,0,Unf,0,1013,1013,N,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2009,85000
90,20,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1994,1995,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,588,Unf,0,402,990,Y,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2007,123600
91,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1950,1950,CompShg,BrkFace,Wd Sdng,NA,NA,NA,NA,0,NA,0,0,0,Y,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,0,2006,109900
92,20,RL,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,3,1961,1961,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,600,Unf,0,635,1235,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,480,TA,TA,Y,0,2006,98600
93,30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1921,2006,CompShg,Wd Sdng,Wd Sdng,Gd,TA,No,ALQ,713,Unf,0,163,876,Y,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1921,Unf,2,432,TA,TA,Y,0,2009,163500
94,190,C (all),60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,2fmCon,2.5Unf,6,6,1910,1998,CompShg,MetalSd,MetalSd,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,N,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900,Unf,2,506,TA,TA,Y,0,2007,133900
95,60,RL,69,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,648,Unf,0,176,824,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,684,TA,TA,Y,0,2007,204750
96,60,RL,NA,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,8,1993,1993,CompShg,VinylSd,VinylSd,Gd,Gd,No,ALQ,310,Unf,0,370,680,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993,Fin,2,420,TA,TA,Y,232,2009,185000
97,20,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,472,TA,TA,Y,158,2006,214000
98,20,RL,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1965,1965,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,520,Unf,0,440,960,Y,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1965,Fin,1,432,TA,TA,P,120,2007,94750
99,30,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,1920,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,ALQ,108,Unf,0,350,458,N,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,Basment,1920,Unf,1,366,Fa,TA,Y,0,2010,83000
100,20,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1959,1959,CompShg,Plywood,Plywood,TA,TA,No,ALQ,569,Unf,0,381,950,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,352,2010,128950
101,20,RL,NA,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,7,1977,2001,CompShg,Plywood,Plywood,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977,RFn,2,480,TA,TA,Y,168,2010,205000
102,60,RL,77,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1985,1985,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,741,741,Y,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,192,2010,178000
103,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Duplex,1Story,5,5,1979,1979,CompShg,HdBoard,HdBoard,NA,NA,NA,NA,0,NA,0,0,0,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,410,TA,TA,Y,0,2009,118964
104,20,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,7,5,2009,2009,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1226,1226,Y,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,3,740,TA,TA,Y,0,2010,198900
105,50,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,7,4,1931,1950,CompShg,Stucco,Stucco,TA,TA,No,LwQ,224,Unf,0,816,1040,Y,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951,Unf,1,240,TA,TA,Y,0,2007,169500
106,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2003,2004,CompShg,VinylSd,VinylSd,Ex,TA,No,Unf,0,Unf,0,1053,1053,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003,RFn,2,648,TA,TA,Y,140,2008,250000
107,30,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,7,1885,1995,CompShg,VinylSd,VinylSd,Fa,TA,No,Unf,0,Unf,0,641,641,Y,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1954,Unf,1,273,Fa,Fa,N,0,2007,100000
108,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1948,1950,CompShg,VinylSd,VinylSd,TA,TA,No,ALQ,104,BLQ,169,516,789,Y,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948,Unf,1,250,TA,TA,Y,0,2008,115000
109,50,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,1Fam,1.5Fin,5,7,1919,2005,CompShg,CemntBd,CmentBd,TA,TA,No,Unf,0,Unf,0,793,793,N,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2007,115000
110,20,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1977,1977,CompShg,Plywood,Plywood,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Y,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,0,2010,190000
111,50,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,4,1954,1972,CompShg,Wd Sdng,Wd Sdng,TA,Fa,No,Rec,444,Unf,0,550,994,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,1954,Unf,1,325,TA,TA,Y,182,2006,136900
112,80,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,7,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,250,Unf,0,134,384,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,Fin,2,400,TA,TA,Y,180,2010,180000
113,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,792,TA,TA,Y,120,2007,383970
114,20,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,5,1953,1953,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,Y,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953,Unf,2,450,TA,TA,Y,166,2007,217000
115,70,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Norm,1Fam,2Story,6,8,1945,2002,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,ALQ,774,LwQ,150,104,1028,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,Unf,1,180,TA,TA,Y,224,2007,259500
116,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,TwnhsE,2Story,6,5,1999,1999,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,419,Unf,0,310,729,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,Unf,2,440,TA,TA,Y,0,2007,176000
117,20,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1962,1962,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,LwQ,170,BLQ,670,252,1092,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962,Unf,1,288,TA,TA,Y,0,2009,139000
118,20,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,2006,2007,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1125,1125,Y,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,2007,Unf,2,430,TA,TA,Y,80,2007,155000
119,60,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,5,1990,1990,CompShg,Plywood,Plywood,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,Y,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990,Unf,3,594,TA,TA,Y,367,2010,320000
120,60,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,2005,2006,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,0,2006,163990
121,80,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,Norm,1Fam,SLvl,6,5,1969,1969,Metal,Plywood,Plywood,TA,TA,Gd,ALQ,938,Unf,0,0,938,Y,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969,Unf,2,540,TA,TA,Y,0,2006,180000
122,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,5,1939,1950,CompShg,AsbShng,AsbShng,TA,TA,No,Unf,0,Unf,0,732,732,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1979,Unf,1,264,TA,TA,P,0,2007,100000
123,20,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,7,1958,1958,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,570,Unf,0,510,1080,Y,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1958,Unf,1,288,TA,TA,Y,0,2008,136000
124,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,1993,1993,CompShg,Plywood,Plywood,Gd,TA,No,GLQ,300,Unf,0,899,1199,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1993,RFn,2,530,TA,TA,Y,0,2008,153900
125,20,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,6,5,1979,1998,CompShg,HdBoard,HdBoard,Gd,Fa,No,Unf,0,Unf,0,1362,1362,Y,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,435,TA,TA,Y,192,2009,181000
126,190,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,1.5Fin,6,8,1935,1982,CompShg,Wd Sdng,Wd Sdng,TA,TA,Av,GLQ,490,Unf,0,30,520,N,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,53,2006,84500
127,120,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,1976,1976,CompShg,Plywood,Plywood,Gd,TA,No,ALQ,120,Unf,0,958,1078,Y,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1977,RFn,2,440,TA,TA,Y,0,2007,128000
128,45,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Feedr,1Fam,1.5Unf,5,7,1930,1950,CompShg,WdShing,Wd Sdng,TA,TA,No,LwQ,116,Unf,0,556,672,Y,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,NA,NA,NA,0,0,NA,NA,N,0,2007,87000
129,60,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,1Fam,2Story,6,5,1966,1966,CompShg,VinylSd,VinylSd,TA,TA,No,BLQ,512,Unf,0,148,660,Y,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,RFn,2,453,TA,TA,Y,188,2006,155000
130,20,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1958,1991,CompShg,Plywood,Plywood,TA,TA,No,Rec,567,BLQ,28,413,1008,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,NA,2Types,1998,RFn,2,750,TA,TA,Y,0,2006,150000
131,60,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,6,1966,1966,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,445,Unf,0,479,924,Y,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966,Fin,2,487,TA,TA,Y,105,2006,226000
132,60,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,695,Unf,0,297,992,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,RFn,2,390,TA,TA,Y,24,2009,244000
133,20,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,6,1959,2002,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,405,Unf,0,658,1063,Y,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,Unf,2,624,TA,TA,Y,0,2007,150750
134,20,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2001,2002,CompShg,VinylSd,VinylSd,Ex,TA,No,GLQ,1005,Unf,0,262,1267,Y,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001,Fin,2,471,TA,TA,Y,192,2009,220000
135,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1968,1993,CompShg,Plywood,Plywood,TA,TA,No,Rec,570,Unf,0,891,1461,Y,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968,RFn,2,440,TA,TA,Y,0,2006,180000
136,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,6,1970,1970,CompShg,Plywood,Plywood,TA,TA,No,Unf,0,Unf,0,1304,1304,Y,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,Unf,2,530,TA,TA,Y,98,2008,174000
137,20,RL,NA,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,1967,1967,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,695,Unf,0,519,1214,Y,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967,RFn,1,318,TA,TA,Y,0,2007,143000
138,90,RL,82,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,7,5,1988,1989,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,1907,1907,Y,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,NA,2Types,1989,Unf,3,766,TA,TA,Y,0,2006,171000
139,60,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,1999,2000,CompShg,VinylSd,VinylSd,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,Y,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,660,TA,TA,Y,224,2008,230000
140,60,RL,65,15426,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,821,Unf,0,107,928,Y,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,470,TA,TA,Y,276,2009,231500
141,20,RL,70,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,1Fam,1Story,4,5,1971,1971,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,432,Unf,0,432,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,NA,0,0,NA,NA,Y,0,2010,115000
142,20,RL,78,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,Y,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,Fin,2,660,TA,TA,Y,160,2006,260000
143,50,RL,71,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,1Fam,1.5Fin,5,4,1952,1952,CompShg,BrkFace,Wd Sdng,TA,TA,No,Rec,507,Unf,0,403,910,Y,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000,Unf,2,720,TA,TA,Y,0,2010,166000
144,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,Y,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,577,TA,TA,Y,144,2009,204000
145,90,RM,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Duplex,1Story,5,5,1963,1963,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,1332,Unf,0,396,1728,Y,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1963,Unf,2,504,TA,TA,Y,0,2006,125000
146,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,5,2004,2006,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,970,970,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0,2006,130000
147,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,7,1931,1993,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,209,Unf,0,506,715,Y,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1931,Unf,1,180,Fa,TA,Y,48,2009,105000
